INDEX,TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1746,0,0,51.0,0,15.0,65245.0,No,242164.0,z_No,M,Bachelors,Professional,42,Commercial,24630.0,3,Panel Truck,no,6125.0,2,No,0,8.0,Highly Urban/ Urban
1747,1,0,54.0,0,0.0,0.0,No,0.0,z_No,M,z_High School,Student,28,Commercial,25020.0,7,Minivan,yes,44429.0,3,Yes,7,7.0,Highly Urban/ Urban
1751,0,0,59.0,0,13.0,61898.0946086055,No,127235.0,z_No,M,<High School,Clerical,40,Private,9650.0,6,Pickup,yes,734.0,1,No,5,4.0,Highly Urban/ Urban
1752,0,2,44.0,3,4.0,47140.0,No,211304.0,Yes,z_F,z_High School,z_Blue Collar,23,Commercial,18860.0,6,z_SUV,no,18979.0,1,Yes,6,5.0,Highly Urban/ Urban
1753,0,0,48.0,0,13.0,57713.0,No,0.0,z_No,M,PhD,Lawyer,52,Private,14880.0,5,Minivan,yes,0.0,0,No,1,14.0,Highly Urban/ Urban
1754,0,0,53.0,0,15.0,129069.0,No,345479.0,Yes,M,PhD,z_Blue Collar,35,Commercial,22860.0,4,Panel Truck,no,0.0,0,No,0,16.0,Highly Urban/ Urban
1755,0,0,43.0,2,17.0,20028.0,No,139616.0,Yes,z_F,<High School,z_Blue Collar,42,Private,7800.0,4,z_SUV,no,6330.0,2,No,5,1.0,Highly Urban/ Urban
1756,0,0,46.0,0,11.0,67857.0,No,225981.0,z_No,z_F,Masters,Professional,5,Private,21130.0,3,Sports Car,no,33223.0,3,No,0,18.0,Highly Urban/ Urban
1757,0,0,51.0,0,11.0,23582.0,No,154867.2897232688,z_No,z_F,<High School,Clerical,57,Private,8960.0,9,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban
1758,1,0,60.0,0,13.0,82171.0,No,275664.0,Yes,M,Masters,Lawyer,45,Private,15720.0,1,Minivan,yes,0.0,0,No,0,13.0,Highly Urban/ Urban
1759,0,0,26.0,1,13.0,88987.0,Yes,248335.0,z_No,z_F,Bachelors,Manager,42,Private,29220.0,1,Minivan,no,7070.0,1,No,4,10.0,Highly Urban/ Urban
1760,1,0,43.0,0,12.0,57712.0,No,154867.2897232688,Yes,M,Masters,Lawyer,24,Private,7270.0,1,Pickup,yes,0.0,0,No,1,19.0,Highly Urban/ Urban
1761,0,0,27.0,1,10.0,94166.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,38,Commercial,13620.0,6,Minivan,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
1762,0,0,54.0,0,2.0,96154.0,No,0.0,z_No,z_F,PhD,z_Blue Collar,21,Commercial,25080.0,7,Pickup,no,0.0,0,No,0,16.0,Highly Urban/ Urban
1764,1,0,32.0,2,10.499286363046581,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,28,Commercial,4700.0,7,z_SUV,no,4196.0,3,No,0,11.0,Highly Urban/ Urban
1765,1,0,45.0,2,0.0,0.0,No,101395.0,Yes,M,<High School,Home Maker,34,Commercial,16920.0,10,Van,no,10264.0,3,No,4,1.0,Highly Urban/ Urban
1766,1,0,46.0,0,6.0,59927.0,No,0.0,z_No,z_F,Masters,z_Blue Collar,24,Commercial,19410.0,10,Pickup,no,0.0,0,Yes,0,11.0,Highly Urban/ Urban
1767,0,0,72.0,0,13.0,100995.0,No,295292.0,Yes,M,PhD,Lawyer,28,Private,14040.0,7,z_SUV,yes,0.0,0,No,6,17.0,Highly Urban/ Urban
1769,0,0,48.0,0,7.0,55962.0,No,0.0,z_No,M,Bachelors,Clerical,21,Private,6400.0,4,Pickup,no,0.0,0,No,1,9.0,z_Highly Rural/ Rural
1770,0,0,44.0,1,11.0,54355.0,No,234437.0,Yes,M,z_High School,z_Blue Collar,49,Commercial,5900.0,10,Pickup,yes,0.0,0,No,0,1.0,z_Highly Rural/ Rural
1771,1,0,51.0,0,11.0,43654.0,No,167541.0,Yes,z_F,Bachelors,z_Blue Collar,38,Commercial,11590.0,6,Sports Car,no,4383.0,4,No,0,11.0,Highly Urban/ Urban
1772,0,0,42.0,0,0.0,0.0,No,87178.0,Yes,M,z_High School,Student,113,Commercial,7820.0,10,Pickup,no,0.0,0,No,0,10.0,z_Highly Rural/ Rural
1774,0,0,50.0,0,10.499286363046581,81293.0,No,255251.0,Yes,M,Bachelors,Manager,51,Private,14630.0,5,Minivan,no,2575.0,3,No,0,9.0,Highly Urban/ Urban
1775,1,0,38.0,3,16.0,15889.0,No,95776.0,Yes,z_F,<High School,Home Maker,46,Commercial,30050.0,1,Pickup,no,13182.0,1,Yes,1,9.0,Highly Urban/ Urban
1776,0,0,56.0,3,10.499286363046581,40506.0,Yes,210796.0,z_No,M,z_High School,z_Blue Collar,46,Commercial,25140.0,6,Panel Truck,yes,0.0,0,No,3,8.0,z_Highly Rural/ Rural
1779,0,0,38.0,0,12.0,73664.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,43,Commercial,15110.0,13,z_SUV,no,0.0,0,No,2,13.0,z_Highly Rural/ Rural
1781,1,0,45.0,0,9.0,72702.0,No,221350.0,z_No,M,z_High School,z_Blue Collar,43,Commercial,13270.0,1,Minivan,yes,4740.0,2,No,5,6.0,Highly Urban/ Urban
1783,1,0,62.0,1,15.0,68063.0,No,269614.0,Yes,M,Bachelors,Professional,45,Private,12620.0,1,z_SUV,yes,34151.0,2,Yes,3,1.0,Highly Urban/ Urban
1785,0,0,33.0,1,12.0,67776.0,No,210356.0,Yes,z_F,z_High School,z_Blue Collar,19,Commercial,22450.0,6,Pickup,no,0.0,0,No,0,1.0,Highly Urban/ Urban
1788,0,0,53.0,0,13.0,89250.0,No,0.0,z_No,M,Bachelors,Professional,54,Private,15720.0,12,Minivan,no,0.0,0,No,0,11.0,Highly Urban/ Urban
1789,0,0,40.0,0,13.0,66745.0,No,0.0,z_No,M,Masters,Professional,16,Commercial,20420.0,9,Van,yes,31127.0,2,No,0,13.0,Highly Urban/ Urban
1790,0,1,35.0,1,10.499286363046581,61898.0946086055,No,206595.0,Yes,z_F,Bachelors,Professional,11,Private,15480.0,10,z_SUV,no,9144.0,1,No,0,12.0,z_Highly Rural/ Rural
1791,0,0,29.0,3,16.0,65242.0,No,216583.0,Yes,z_F,Bachelors,Clerical,51,Private,1500.0,1,Sports Car,no,0.0,0,Yes,1,6.0,z_Highly Rural/ Rural
1793,1,0,46.0,0,0.0,0.0,No,111439.0,Yes,z_F,<High School,Home Maker,29,Private,6100.0,1,z_SUV,no,0.0,0,No,0,4.0,Highly Urban/ Urban
1794,0,0,50.0,0,12.0,218705.0,No,0.0,z_No,M,PhD,z_Blue Collar,47,Commercial,28370.0,14,Panel Truck,no,4558.0,2,No,8,15.0,Highly Urban/ Urban
1795,1,0,26.0,4,9.0,45254.0,Yes,196146.0,z_No,M,z_High School,z_Blue Collar,32,Commercial,23270.0,7,Minivan,yes,4567.0,1,No,5,9.0,Highly Urban/ Urban
1796,0,0,40.0,1,9.0,20915.0,No,87526.0,Yes,z_F,<High School,Clerical,65,Private,12940.0,6,Sports Car,no,0.0,0,No,2,1.0,z_Highly Rural/ Rural
1797,0,0,45.0,0,11.0,119566.0,No,334438.0,Yes,z_F,PhD,Doctor,49,Private,18500.0,7,z_SUV,no,0.0,0,No,1,17.0,Highly Urban/ Urban
1798,0,0,32.0,0,9.0,4060.0,No,0.0,z_No,M,<High School,Student,25,Private,9170.0,1,Pickup,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
1799,0,0,30.0,2,12.0,117106.0,No,297195.0,Yes,M,Masters,z_Blue Collar,7,Commercial,16490.0,6,Van,yes,0.0,0,No,2,16.0,Highly Urban/ Urban
1802,0,0,55.0,0,12.0,81769.0,No,295162.0,Yes,M,z_High School,z_Blue Collar,26,Private,14950.0,7,Minivan,no,0.0,0,No,0,8.0,z_Highly Rural/ Rural
1805,0,0,40.0,0,7.0,18909.0,No,93871.0,Yes,z_F,<High School,Clerical,32,Private,16310.0,1,z_SUV,no,6377.0,3,No,0,1.0,Highly Urban/ Urban
1806,1,0,39.0,0,11.0,79594.0,No,0.0,z_No,M,Masters,Manager,29,Commercial,20660.0,3,Van,yes,2299.0,3,No,5,8.32832309502026,Highly Urban/ Urban
1808,0,0,35.0,0,5.0,28551.0,No,128411.0,z_No,z_F,z_High School,Home Maker,45,Private,7860.0,4,Sports Car,no,4632.0,1,No,3,1.0,Highly Urban/ Urban
1809,0,0,52.0,0,10.0,32140.0,No,147434.0,Yes,z_F,Masters,Lawyer,48,Private,21250.0,13,Minivan,no,0.0,0,No,4,11.0,Highly Urban/ Urban
1810,0,0,45.0,0,12.0,103249.0,No,329348.0,z_No,M,Masters,z_Blue Collar,6,Commercial,23140.0,4,Panel Truck,yes,0.0,0,No,0,13.0,Highly Urban/ Urban
1811,0,0,36.0,0,11.0,26820.0,No,172039.0,Yes,M,z_High School,Clerical,70,Private,14730.0,3,Minivan,yes,0.0,0,No,2,1.0,z_Highly Rural/ Rural
1812,0,0,59.0,1,15.0,67486.0,No,271840.0,Yes,z_F,Masters,Lawyer,17,Private,19660.0,4,z_SUV,no,4256.0,3,No,5,14.0,Highly Urban/ Urban
1813,0,0,54.0,0,14.0,35638.0,No,188539.0,Yes,z_F,PhD,Doctor,34,Private,10460.0,6,z_SUV,no,0.0,0,No,0,10.0,Highly Urban/ Urban
1814,1,0,60.0,0,10.499286363046581,32607.0,No,176839.0,z_No,M,z_High School,Professional,31,Private,23360.0,4,Minivan,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
1815,0,0,61.0,0,14.0,121688.0,No,378194.0,Yes,z_F,Masters,Lawyer,63,Private,14340.0,11,Sports Car,no,0.0,0,No,0,7.0,z_Highly Rural/ Rural
1816,0,0,52.0,0,8.0,83171.0,No,292802.0,Yes,z_F,Bachelors,Professional,27,Private,24160.0,7,Minivan,no,0.0,0,No,0,5.0,Highly Urban/ Urban
1817,0,0,37.0,0,12.0,38575.0,No,180148.0,Yes,z_F,<High School,z_Blue Collar,44,Private,26340.0,6,z_SUV,no,0.0,0,Yes,0,1.0,Highly Urban/ Urban
1819,0,0,37.0,0,13.0,69083.0,No,154867.2897232688,z_No,z_F,Bachelors,z_Blue Collar,39,Commercial,27200.0,1,Minivan,no,0.0,0,No,2,14.0,z_Highly Rural/ Rural
1820,0,0,43.0,0,6.0,63107.0,No,166342.0,Yes,M,z_High School,z_Blue Collar,22,Commercial,17630.0,6,Minivan,yes,0.0,0,No,0,10.0,Highly Urban/ Urban
1823,1,0,42.0,0,12.0,52792.0,No,213473.0,Yes,M,z_High School,z_Blue Collar,29,Commercial,10980.0,1,Pickup,yes,0.0,0,No,0,8.0,Highly Urban/ Urban
1824,1,0,38.0,3,15.0,137897.0,No,335993.0,Yes,z_F,Bachelors,z_Blue Collar,21,Commercial,19090.0,7,Pickup,no,38774.0,2,Yes,8,12.0,Highly Urban/ Urban
1825,0,0,55.0,0,16.0,27656.0,No,154867.2897232688,Yes,z_F,z_High School,Home Maker,33,Private,15540.0,1,z_SUV,no,0.0,0,No,0,9.0,Highly Urban/ Urban
1826,1,0,52.0,0,7.0,132280.0,No,388651.0,Yes,z_F,Masters,Lawyer,33,Private,27590.0,4,Sports Car,no,0.0,0,No,0,14.0,Highly Urban/ Urban
1827,1,0,33.0,4,14.0,30504.0,Yes,0.0,z_No,M,<High School,Clerical,33,Private,7850.0,6,Pickup,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
1829,0,2,41.0,2,11.0,110358.0,No,327232.0,Yes,M,Bachelors,Professional,13,Commercial,26630.0,10,Panel Truck,no,2521.0,3,No,3,8.32832309502026,Highly Urban/ Urban
1830,0,0,48.0,0,11.0,61898.0946086055,No,0.0,z_No,z_F,<High School,Clerical,34,Private,11890.0,1,Sports Car,no,0.0,0,No,0,1.0,Highly Urban/ Urban
1831,0,3,55.0,0,7.0,152439.0,No,413325.0,Yes,z_F,PhD,Doctor,54,Private,20000.0,1,Minivan,no,0.0,0,No,0,13.0,Highly Urban/ Urban
1832,0,0,49.0,0,14.0,96143.0,No,275140.0,Yes,M,Bachelors,z_Blue Collar,40,Commercial,16010.0,6,Minivan,yes,0.0,0,No,1,12.0,z_Highly Rural/ Rural
1834,0,1,43.0,3,11.0,17225.0,No,154867.2897232688,Yes,M,<High School,Clerical,41,Private,20700.0,1,Van,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
1835,1,0,45.0,2,16.0,39327.0,No,179607.0,Yes,M,z_High School,z_Blue Collar,27,Commercial,15940.0,4,Minivan,no,17963.0,1,Yes,0,1.0,Highly Urban/ Urban
1836,0,0,57.0,0,11.0,173426.0,No,401463.0,Yes,z_F,Masters,Lawyer,19,Private,18840.0,3,Minivan,no,0.0,0,No,1,8.0,Highly Urban/ Urban
1837,1,0,40.0,0,12.0,108059.0,No,0.0,z_No,M,Bachelors,Professional,29,Commercial,22070.0,4,Van,yes,0.0,0,No,2,11.0,Highly Urban/ Urban
1838,1,0,53.0,0,11.0,58691.0,No,255524.0,z_No,z_F,Masters,Lawyer,5,Private,12670.0,6,Minivan,no,1208.0,1,No,3,15.0,Highly Urban/ Urban
1839,1,0,50.0,0,9.0,78083.0,No,0.0,z_No,M,Masters,z_Blue Collar,32,Commercial,19310.0,4,Van,yes,27959.0,1,No,0,1.0,Highly Urban/ Urban
1840,0,0,41.0,3,15.0,66059.0,Yes,220811.0,z_No,M,Bachelors,z_Blue Collar,29,Private,12420.0,4,Minivan,yes,0.0,0,No,3,10.0,Highly Urban/ Urban
1841,0,0,51.0,0,10.0,45086.0,No,201195.0,Yes,M,Bachelors,Clerical,39,Private,11110.0,1,Pickup,yes,0.0,0,No,0,14.0,Highly Urban/ Urban
1842,0,1,36.0,2,15.0,67775.0,Yes,154867.2897232688,z_No,z_F,Masters,Manager,34,Private,13820.0,1,z_SUV,no,0.0,0,No,0,8.0,Highly Urban/ Urban
1843,1,1,36.0,2,16.0,40983.0,No,142139.0,Yes,z_F,<High School,z_Blue Collar,5,Private,33960.0,4,Sports Car,no,1200.0,2,No,7,1.0,Highly Urban/ Urban
1845,0,0,41.0,0,13.0,125603.0,No,280181.0,Yes,z_F,Masters,Lawyer,22,Private,18160.0,4,z_SUV,no,0.0,0,No,0,17.0,Highly Urban/ Urban
1846,0,0,55.0,0,1.0,55352.0,No,0.0,z_No,M,Masters,Lawyer,41,Private,7030.0,1,Pickup,yes,7373.0,4,No,4,13.0,Highly Urban/ Urban
1848,0,2,45.0,3,0.0,0.0,No,0.0,Yes,z_F,Bachelors,Student,58,Private,11880.0,10,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural
1849,0,0,48.0,1,13.0,57973.0,Yes,231145.0,z_No,M,Masters,Professional,26,Commercial,12100.0,8,Pickup,yes,1402.0,3,No,6,15.0,Highly Urban/ Urban
1851,0,0,52.0,0,15.0,55766.0,No,239175.0,Yes,M,Bachelors,z_Blue Collar,18,Commercial,23900.0,6,Panel Truck,yes,5946.0,1,No,2,1.0,Highly Urban/ Urban
1852,0,1,42.0,1,13.0,40256.0,No,162915.0,Yes,z_F,Bachelors,Professional,36,Private,18940.0,1,z_SUV,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
1853,0,0,57.0,0,11.0,43956.0,No,143523.0,Yes,M,<High School,z_Blue Collar,40,Private,11600.0,1,Pickup,yes,0.0,0,No,1,1.0,z_Highly Rural/ Rural
1855,0,0,45.0,0,9.0,39089.0,No,206898.0,Yes,M,z_High School,Clerical,35,Private,12730.0,6,Minivan,no,1332.0,2,No,2,6.0,Highly Urban/ Urban
1856,0,0,58.0,0,15.0,58139.0,No,229625.0,Yes,z_F,Masters,Lawyer,48,Private,30260.0,1,Minivan,no,0.0,0,Yes,3,13.0,Highly Urban/ Urban
1857,0,0,38.0,0,10.0,37769.0,No,0.0,z_No,z_F,<High School,Clerical,24,Private,15070.0,10,z_SUV,no,2820.0,3,No,7,5.0,Highly Urban/ Urban
1859,1,0,45.0,0,4.0,61898.0946086055,No,0.0,z_No,M,z_High School,Professional,42,Private,13830.0,4,Minivan,no,6556.0,3,No,0,1.0,Highly Urban/ Urban
1860,0,0,38.0,0,10.0,17028.0,No,100123.0,z_No,M,<High School,Clerical,35,Commercial,5300.0,6,Pickup,no,0.0,0,No,0,7.0,z_Highly Rural/ Rural
1861,0,0,50.0,0,0.0,0.0,No,90068.0,z_No,z_F,Bachelors,Home Maker,50,Private,10250.0,6,z_SUV,no,0.0,0,No,0,7.0,z_Highly Rural/ Rural
1862,0,1,39.0,1,14.0,61898.0946086055,No,178545.0,Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,12370.0,1,z_SUV,no,4526.0,1,No,2,8.0,Highly Urban/ Urban
1863,1,0,51.0,0,13.0,46570.0,No,0.0,z_No,z_F,Masters,Lawyer,59,Private,35990.0,10,Minivan,no,0.0,0,No,0,17.0,Highly Urban/ Urban
1865,0,1,46.0,0,12.0,133300.0,No,379537.0,Yes,M,Masters,Manager,37,Private,16840.0,1,Van,yes,0.0,0,No,0,18.0,Highly Urban/ Urban
1866,0,0,36.0,0,11.0,61898.0946086055,No,272512.0,Yes,z_F,Masters,Lawyer,16,Private,15250.0,6,Minivan,no,0.0,0,No,0,16.0,Highly Urban/ Urban
1868,0,0,26.0,1,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,34,Private,4100.0,1,z_SUV,no,5262.0,3,No,2,7.0,Highly Urban/ Urban
1869,0,0,44.0,1,11.0,102379.0,No,328971.0,Yes,M,Masters,z_Blue Collar,46,Commercial,24510.0,10,Panel Truck,no,0.0,0,No,0,17.0,Highly Urban/ Urban
1870,0,0,52.0,0,14.0,29264.0,No,0.0,z_No,M,PhD,Doctor,19,Private,1500.0,6,Minivan,yes,0.0,0,No,2,20.0,Highly Urban/ Urban
1871,1,0,34.0,0,10.0,53914.0,No,209691.0,z_No,M,z_High School,Clerical,22,Commercial,27620.0,1,Panel Truck,no,0.0,0,No,0,6.0,Highly Urban/ Urban
1872,0,0,53.0,0,12.0,72537.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,78,Commercial,6800.0,1,Pickup,no,0.0,0,No,0,1.0,Highly Urban/ Urban
1873,0,0,28.0,2,14.0,59889.0,No,193646.0,Yes,z_F,Masters,z_Blue Collar,45,Private,11100.0,6,z_SUV,no,5867.0,2,No,8,14.0,Highly Urban/ Urban
1874,0,0,56.0,0,14.0,61898.0946086055,No,0.0,z_No,z_F,<High School,Clerical,25,Private,6830.0,4,z_SUV,no,0.0,0,No,0,5.0,Highly Urban/ Urban
1875,0,0,57.0,0,13.0,113903.0,No,322692.0,Yes,z_F,Masters,Lawyer,51,Private,22030.0,3,Minivan,no,0.0,0,No,4,20.0,z_Highly Rural/ Rural
1877,0,0,40.0,0,9.0,59645.0,No,200891.0,z_No,M,Bachelors,Manager,24,Private,20410.0,6,Minivan,yes,27758.0,3,No,2,12.0,Highly Urban/ Urban
1878,0,1,55.0,0,15.0,41643.0,No,237816.0,Yes,z_F,Masters,Manager,45,Private,1500.0,10,z_SUV,no,6715.0,4,No,0,15.0,Highly Urban/ Urban
1879,0,0,43.0,0,10.0,21814.0,No,139978.0,Yes,z_F,<High School,z_Blue Collar,46,Commercial,16390.0,4,Minivan,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
1882,0,0,44.0,0,11.0,178864.0,No,428679.0,z_No,z_F,Masters,Lawyer,43,Private,5900.0,6,z_SUV,no,0.0,0,No,0,15.0,Highly Urban/ Urban
1883,0,1,40.0,2,16.0,36886.0,No,169625.0,Yes,z_F,z_High School,Clerical,47,Private,13130.0,11,Sports Car,no,0.0,0,No,2,9.0,z_Highly Rural/ Rural
1884,0,0,38.0,2,14.0,54064.0,No,201418.0,Yes,z_F,Bachelors,Professional,7,Private,5300.0,6,Sports Car,no,2307.0,2,No,3,7.0,Highly Urban/ Urban
1885,0,0,35.0,1,12.0,33621.0,No,173611.0,Yes,z_F,z_High School,Clerical,52,Private,20890.0,11,Minivan,no,0.0,0,No,0,6.0,z_Highly Rural/ Rural
1886,0,1,44.0,1,7.0,7113.0,No,0.0,Yes,z_F,<High School,Student,28,Private,9850.0,10,z_SUV,no,0.0,0,Yes,0,5.0,Highly Urban/ Urban
1887,0,0,49.0,0,13.0,116497.0,No,283565.0,Yes,M,Bachelors,Professional,10,Commercial,28870.0,4,Panel Truck,no,30791.0,1,Yes,2,5.0,Highly Urban/ Urban
1888,0,0,55.0,0,15.0,100308.0,No,321843.0,Yes,M,Masters,Lawyer,36,Private,13430.0,1,Minivan,no,0.0,0,Yes,0,14.0,Highly Urban/ Urban
1889,1,0,30.0,4,12.0,58248.0,Yes,0.0,z_No,M,PhD,z_Blue Collar,25,Private,21760.0,7,Minivan,no,9533.0,1,Yes,4,17.0,Highly Urban/ Urban
1890,0,0,40.0,2,10.499286363046581,47486.0,No,165374.0,Yes,z_F,Bachelors,Professional,74,Private,21300.0,6,z_SUV,no,0.0,0,No,1,10.0,Highly Urban/ Urban
1892,0,0,56.0,0,13.0,42176.0,No,0.0,Yes,M,z_High School,Student,38,Commercial,9360.0,1,Pickup,yes,0.0,0,No,0,5.0,z_Highly Rural/ Rural
1893,1,0,35.0,2,16.0,26127.0,No,150058.0,Yes,z_F,z_High School,Clerical,42,Private,23690.0,1,Minivan,no,9633.0,3,No,8,1.0,Highly Urban/ Urban
1896,1,0,46.0,0,11.0,43651.0,No,128478.0,Yes,z_F,z_High School,Clerical,25,Private,15250.0,4,z_SUV,no,6391.0,3,No,4,1.0,Highly Urban/ Urban
1897,1,0,58.0,0,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,9,Commercial,7300.0,1,z_SUV,no,0.0,0,Yes,4,1.0,Highly Urban/ Urban
1898,0,1,41.0,2,13.0,58963.0,No,214655.0,Yes,M,Masters,Lawyer,64,Private,18780.0,13,Van,yes,0.0,0,No,0,11.0,Highly Urban/ Urban
1899,0,0,39.0,0,13.0,134460.0,No,0.0,z_No,z_F,PhD,Manager,33,Private,7350.0,1,z_SUV,no,1650.0,2,No,4,17.0,Highly Urban/ Urban
1900,0,0,54.0,0,11.0,108317.0,No,325936.0,z_No,M,Bachelors,Professional,26,Commercial,25190.0,4,Panel Truck,no,3110.0,2,No,2,13.0,Highly Urban/ Urban
1902,0,0,42.0,0,12.0,138219.0,No,327627.0,Yes,z_F,Masters,Lawyer,48,Private,5700.0,1,z_SUV,no,0.0,0,No,0,14.0,Highly Urban/ Urban
1903,0,0,41.0,1,11.0,34024.0,Yes,153936.0,z_No,z_F,<High School,Clerical,16,Private,18870.0,4,z_SUV,no,5386.0,1,No,0,4.0,Highly Urban/ Urban
1904,0,0,37.0,0,8.0,60121.0,No,151782.0,z_No,z_F,PhD,Doctor,43,Private,11210.0,4,z_SUV,no,4233.0,2,No,4,11.0,Highly Urban/ Urban
1906,0,0,50.0,0,10.0,94403.0,No,270997.0,z_No,M,Bachelors,Manager,33,Commercial,29750.0,6,Panel Truck,no,0.0,0,No,0,8.0,Highly Urban/ Urban
1907,0,0,41.0,0,12.0,59567.0,No,224649.0,Yes,z_F,Bachelors,Home Maker,27,Private,18870.0,6,Minivan,no,0.0,0,No,0,8.32832309502026,Highly Urban/ Urban
1908,0,0,39.0,0,10.0,35558.0,No,154532.0,z_No,M,z_High School,z_Blue Collar,60,Commercial,8960.0,1,Minivan,no,0.0,0,No,0,8.32832309502026,z_Highly Rural/ Rural
1909,0,0,50.0,0,12.0,41799.0,No,0.0,z_No,z_F,Masters,Professional,20,Private,17270.0,13,Sports Car,no,0.0,0,No,0,14.0,Highly Urban/ Urban
1910,0,1,41.0,2,14.0,44679.0,No,154867.2897232688,Yes,z_F,z_High School,z_Blue Collar,80,Private,7420.0,10,z_SUV,no,0.0,0,No,2,6.0,Highly Urban/ Urban
1911,1,3,38.0,3,14.0,60854.0,No,154867.2897232688,Yes,M,Masters,z_Blue Collar,27,Commercial,29170.0,6,Panel Truck,yes,0.0,0,No,4,8.32832309502026,Highly Urban/ Urban
1913,0,0,46.0,0,9.0,28125.0,No,0.0,z_No,z_F,z_High School,Student,51,Commercial,8410.0,1,z_SUV,no,0.0,0,No,2,1.0,Highly Urban/ Urban
1914,1,0,41.0,0,10.499286363046581,0.0,No,78794.0,z_No,z_F,Bachelors,Home Maker,43,Private,12450.0,15,z_SUV,no,0.0,0,No,1,11.0,Highly Urban/ Urban
1915,1,0,24.0,0,8.0,40245.0,No,98218.0,Yes,z_F,z_High School,Clerical,34,Private,7920.0,7,Sports Car,yes,1836.0,1,No,9,8.0,Highly Urban/ Urban
1916,1,0,38.0,0,10.499286363046581,69530.0,No,224447.0,Yes,M,z_High School,z_Blue Collar,44,Commercial,5200.0,1,Pickup,yes,48188.0,3,Yes,4,7.0,Highly Urban/ Urban
1917,1,0,34.0,3,14.0,54208.0,No,194465.0,Yes,M,Bachelors,Professional,49,Private,17200.0,1,Van,no,0.0,0,No,4,1.0,Highly Urban/ Urban
1919,0,0,41.0,0,12.0,105494.0,No,282125.0,Yes,M,Bachelors,z_Blue Collar,35,Commercial,12050.0,4,Pickup,yes,0.0,0,No,1,9.0,z_Highly Rural/ Rural
1920,0,0,43.0,0,10.0,57018.0,No,233968.0,Yes,z_F,Bachelors,z_Blue Collar,72,Commercial,13540.0,3,z_SUV,no,0.0,0,No,2,14.0,z_Highly Rural/ Rural
1922,0,0,45.0,1,12.0,37675.0,Yes,148826.0,z_No,z_F,z_High School,Clerical,47,Private,5270.0,1,Sports Car,no,3978.0,4,No,3,7.0,Highly Urban/ Urban
1925,0,2,42.0,3,12.0,69134.0,Yes,223170.0,z_No,M,Bachelors,z_Blue Collar,33,Commercial,23730.0,5,Panel Truck,yes,0.0,0,No,0,8.32832309502026,z_Highly Rural/ Rural
1926,0,0,50.0,0,13.0,46169.0,No,0.0,z_No,M,z_High School,Professional,52,Private,6600.0,11,Pickup,yes,0.0,0,No,0,1.0,Highly Urban/ Urban
1927,0,0,41.0,0,11.0,47632.0,No,195979.0,Yes,z_F,z_High School,Manager,51,Private,10830.0,1,z_SUV,no,5241.0,4,No,0,1.0,Highly Urban/ Urban
1928,0,0,44.0,0,10.0,46092.0,No,0.0,z_No,M,Bachelors,Manager,32,Private,26300.0,1,Minivan,no,11743.0,2,No,6,9.0,Highly Urban/ Urban
1929,1,0,54.0,0,0.0,0.0,No,0.0,Yes,z_F,Bachelors,Student,49,Commercial,6900.0,14,z_SUV,no,0.0,0,No,0,13.0,z_Highly Rural/ Rural
1930,1,0,58.0,0,10.499286363046581,0.0,No,0.0,Yes,M,z_High School,Student,9,Private,7300.0,1,Minivan,yes,0.0,0,Yes,0,8.0,Highly Urban/ Urban
1932,0,0,45.0,0,9.0,55272.0,No,212774.0,Yes,M,<High School,Clerical,19,Private,13860.0,4,Minivan,yes,0.0,0,No,2,1.0,z_Highly Rural/ Rural
1933,0,0,28.0,2,15.0,40061.0,No,134035.0,Yes,z_F,z_High School,z_Blue Collar,39,Commercial,8310.0,7,z_SUV,no,5084.0,1,No,2,1.0,Highly Urban/ Urban
1934,0,0,42.0,1,14.0,70404.0,Yes,0.0,z_No,M,z_High School,Clerical,40,Private,21530.0,10,Minivan,yes,28889.0,2,Yes,4,8.0,Highly Urban/ Urban
1935,1,0,50.0,0,11.0,22470.0,No,0.0,z_No,z_F,<High School,Student,32,Private,13810.0,1,z_SUV,no,5558.0,2,No,9,5.0,Highly Urban/ Urban
